Symbol,Name,CIK,Sector,Industry,MarketCapitalization,EBITDA,PERatio
A,Agilent Technologies Inc,1090872,LIFE SCIENCES,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,44117688000,1994000000,35.65
AA,Alcoa Corp,1675149,MANUFACTURING,PRIMARY PRODUCTION OF ALUMINUM,7820615000,2953000000,8.6
AAC,AAC Holdings Inc,1829432,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1258750000,None,45.77
AADI,Aadi Bioscience Inc,1422142,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,307866000,-59277000,2.484
AAL,American Airlines Group,6201,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",8260241000,2400000000,None
AAN,Aarons Inc,1821393,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",345665000,240390000,21.19
AAON,AAON Inc,824142,TECHNOLOGY,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,4035714000,119761000,60.69
AAP,Advance Auto Parts Inc,1158449,TRADE & SERVICES,RETAIL-AUTO & HOME SUPPLY STORES,8489870000,1012869000,18.37
AAPL,Apple Inc,320193,TECHNOLOGY,ELECTRONIC COMPUTERS,2097642078000,130541003000,21.58
AAT,American Assets Trust Inc,1500217,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,2035106000,233746000,38.45
AAWW,Atlas Air Worldwide Holdings,1135185,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, NONSCHEDULED",2856275000,926511000,8.06
AB,AllianceBernstein Holding LP,825313,FINANCE,INVESTMENT ADVICE,3440742000,None,10.14
ABB,ABB Ltd,1091587,MANUFACTURING,SWITCHGEAR & SWITCHBOARD APPARATUS,56854331000,4525000000,14.77
ABBV,AbbVie Inc,1551152,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,288828162000,29801001000,21.78
ABC,AmerisourceBergen,1140859,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",34238075000,3489651000,21.07
ABCB,Ameris Bancorp,351569,FINANCE,STATE COMMERCIAL BANKS,3319172000,None,9.61
ABCL,Abcellera Biologics Inc,1703057,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2955413000,353871000,12.91
ABCM,Abcam PLC,1492074,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",3542252000,77300000,193.12
ABEV,Ambev SA ADR,1565025,MANUFACTURING,BEVERAGES,44391309000,21396556000,17.62
ABG,Asbury Automotive Group Inc,1144980,TRADE & SERVICES,RETAIL-AUTO DEALERS & GASOLINE STATIONS,3740715000,1270700000,4.705
ABM,ABM Industries Incorporated,771497,TRADE & SERVICES,SERVICES-TO DWELLINGS & OTHER BUILDINGS,2892805000,462000000,12.82
ABMD,ABIOMED Inc,815094,LIFE SCIENCES,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,17180649000,274184000,65.36
ABNB,Airbnb Inc,1559720,TRADE & SERVICES,SERVICES-TO DWELLINGS & OTHER BUILDINGS,53978341000,1683518000,36.28
ABR,Arbor Realty Trust,1253986,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,2334441000,None,7.16
ABST,Absolute Software Corporation,1071058,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,511621000,7380000,None
ABT,Abbott Laboratories,1800,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,188619407000,13688001000,24.42
ABUS,Arbutus Biopharma Corp,1447028,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,373956000,-61326000,None
AC,Associated Capital Group Inc,1642122,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",906491000,-11936000,36.79
ACA,Arcosa Inc,1739445,MANUFACTURING,FABRICATED STRUCTURAL METAL PRODUCTS,2692862000,318300000,27.03
ACAB,Atlantic Coastal Acquisition Corp II,1893219,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,381375000,None,None
ACAD,ACADIA Pharmaceuticals Inc,1070494,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2505073000,-220118000,None
ACAH,Atlantic Coastal Acquisition Corp,1836274,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,431250000,None,166.67
ACAQ,Athena Consumer Acquisition Corp,1869141,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,333302000,None,None
ACB,Aurora Cannabis Inc,1683541,LIFE SCIENCES,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,301539000,-169892992,None
ACCD,Accolade Inc,1481646,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",600690000,-125868000,None
ACCO,Acco Brands Corporation,712034,MANUFACTURING,"BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",523148000,235000000,25.23
ACDC,ProFrac Holding Corp.,1881487,ENERGY & TRANSPORTATION,"OIL & GAS FIELD SERVICES, NEC",1359225000,554612000,114.5
ACDI,Ascendant Digital Acquisition III Corp,1850316,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,386250000,None,None
ACEL,Accel Entertainment Inc,1698991,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,662126000,135989000,10.09
ACET,Adicet Bio Inc,1720580,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,339811000,-55627000,None
ACGL,Arch Capital Group Ltd,947484,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",23246516000,1278628000,19.76
ACHC,Acadia Healthcare Company Inc,1520697,LIFE SCIENCES,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",7551067000,551855000,27.04
ACHR,Archer Aviation Inc,1824502,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,437931000,-272500000,4.39
ACI,Albertsons Companies,1646972,TRADE & SERVICES,RETAIL-GROCERY STORES,11305944000,4293700000,7.36
ACIW,ACI Worldwide Inc,935036,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,2468857000,281412000,15.92
ACLS,Axcelis Technologies Inc,1113232,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",2636757000,208995000,17.19
ACLX,Arcellx Inc,1786205,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1402009000,-170718000,None
ACM,Aecom Technology Corporation,868857,TRADE & SERVICES,SERVICES-ENGINEERING SERVICES,12060863000,862451000,None
ACMR,Acm Research Inc,1680062,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",447141000,66351000,12.97
ACN,Accenture plc,1467373,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",167702692000,10576087000,24.17
ACNB,ACNB Corporation,715579,FINANCE,STATE COMMERCIAL BANKS,346800000,None,11.74
ACQR,Independence Holdings Corp,1837393,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,625465000,None,32.55
ACRE,Ares Commercial Real Estate,1529377,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,595602000,None,12.29
ACRO,Acropolis Infrastructure Acquisition Corp,1847891,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,426092000,None,None
ACRS,Aclaris Therapeutics Inc,1557746,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1000915000,-82167000,None
ACT,Enact Holdings Inc,1823529,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE",3893576000,None,5.46
ACT,Enact Holdings Inc,1823529,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE",3893576000,None,5.46
ACVA,ACV Auctions Inc,1637873,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",1235659000,-95568000,None
ADAL,Anthemis Digital Acquisitions I Corp,1853928,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,309120000,None,None
ADBE,Adobe Systems Incorporated,796343,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,157345415000,6952667000,33.98
ADC,Agree Realty Corporation,917251,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,6274258000,357670000,38.56
ADEA,ADEIA CORP,1803696,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,995959000,249151000,None
ADER,26 Capital Acquisition Corp,1822912,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,347875000,None,38.92
ADEX,Adit EdTech Acquisition Cor,1830029,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,348967000,None,59.5
ADI,Analog Devices Inc,6281,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,83397222000,6118232000,31.19
ADM,Archer-Daniels-Midland Company,7084,MANUFACTURING,FATS & OILS,51977986000,5277000000,13.05
ADMA,ADMA Biologics Inc,1368514,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",806296000,-39803512,None
ADNT,Adient PLC,1670541,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,3240356000,591000000,4.335
ADP,Automatic Data Processing Inc,8670,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,99948659000,4503700000,33.37
ADPT,Adaptive Biotechnologies Corp,1478320,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1111203000,-202112992,None
ADSK,Autodesk Inc,769397,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,40598721000,1035100000,67.93
ADT,ADT Inc,1703056,TRADE & SERVICES,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",8367357000,2308536000,None
ADTN,ADTRAN Inc,926282,MANUFACTURING,TELEPHONE & TELEGRAPH APPARATUS,1459155000,10888000,None
ADUS,Addus HomeCare Corporation,1468328,LIFE SCIENCES,SERVICES-HOME HEALTH CARE SERVICES,1626506000,90643000,37.12
ADV,Advantage Solutions Inc,1776661,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",597809000,458830000,8.5
AEAC,Authentic Equity Acquisition Corp,1827392,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,302700000,None,24.61
AEE,Ameren Corp,1002910,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,23145474000,2882000000,22.44
AEG,Aegon NV ADR,769218,FINANCE,LIFE INSURANCE,10142779000,-501000000,16.03
AEHR,Aehr Test Systems,1040470,LIFE SCIENCES,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,576854000,9574000,69.93
AEIS,Advanced Energy Industries Inc,927003,MANUFACTURING,"ELECTRONIC COMPONENTS, NEC",3129713000,283706000,16.1
AEL,American Equity Investment Life Holding Co,1039828,FINANCE,LIFE INSURANCE,3924308000,1747267000,3.313
AEM,Agnico Eagle Mines Limited,2809,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,23553227000,2369880000,36.37
AEO,American Eagle Outfitters Inc,919012,TRADE & SERVICES,RETAIL-FAMILY CLOTHING STORES,2704269000,464070000,23.66
AEP,American Electric Power Company Inc,4904,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,49171649000,7076300000,19.85
AER,AerCap Holdings NV,1378789,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",13936478000,3075868000,None
AES,The AES Corporation,874761,ENERGY & TRANSPORTATION,COGENERATION SERVICES & SMALL POWER PRODUCERS,19156808000,3440000000,None
AFCG,AFC Gamma Inc,1822523,REAL ESTATE & CONSTRUCTION,REAL ESTATE,336413000,None,7.9
AFG,American Financial Group Inc,1042046,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",11734479000,1426000000,12.03
AFGE,American Financial Group AFGE,1042046,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",9874970000,None,None
AFL,Aflac Inc,4977,FINANCE,ACCIDENT & HEALTH INSURANCE,45339976000,5588000000,9.18
AFRM,Affirm Holdings Inc,1820953,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",2666479000,-824195968,None
AFTR,Afternext Healthtech Acquisition Corp,1865975,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,312500000,None,None
AFYA,Afya Ltd,1771007,TRADE & SERVICES,SERVICES-EDUCATIONAL SERVICES,1391318000,766385000,21.49
AG,First Majestic Silver Corp,1308648,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,2304201000,143092000,4340
AGAC,African Gold Acquisition Corp,1833909,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,519052000,None,48.22
AGCO,AGCO Corporation,880266,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,10008827000,1372400000,11.85
AGEN,Agenus Inc,1098972,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",746789000,-171984992,9.8
AGGR,Agile Growth Corp,1842329,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,390600000,None,336
AGI,Alamos Gold Inc,1178819,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,3930645000,307000000,166.5
AGIO,Agios Pharm,1439222,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1485161000,-385750016,None
AGL,agilon health Inc,1831097,LIFE SCIENCES,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",6754418000,-82928000,None
AGM,Federal Agricultural Mortgage,845877,FINANCE,FEDERAL & FEDERALLY-SPONSORED CREDIT AGENCIES,1204926000,None,9.0
AGNC,AGNC Investment Corp,1423689,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,6122072000,None,None
AGO,Assured Guaranty Ltd,1273813,FINANCE,SURETY INSURANCE,3792852000,558000000,15.69
AGR,Avangrid Inc,1634997,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,16667361000,1945000000,18.66
AGRO,Adecoagro SA,1499505,LIFE SCIENCES,AGRICULTURAL PRODUCTION-CROPS,920466000,381480000,5.68
AGTI,Agiliti Inc,1749704,TRADE & SERVICES,SERVICES-MISCELLANEOUS EQUIPMENT RENTAL & LEASING,2257412000,294082000,62.7
AGX,Argan Inc,100591,REAL ESTATE & CONSTRUCTION,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,494585000,42734000,24.29
AGYS,Agilysys Inc,78749,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,1952023000,13249000,243.38
AHCO,Adapthealth Corp,1725255,LIFE SCIENCES,SERVICES-HOME HEALTH CARE SERVICES,2624579000,583845000,30.44
AHH,Armada Hflr Pr,1569187,REAL ESTATE & CONSTRUCTION,REAL ESTATE,1032706000,125016000,14.43
AHRN,Ahren Acquisition Corp,1856696,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,383248000,None,None
AI,C3 Ai Inc,1577526,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1338448000,-245564992,None
AIC,Arlington Asset Investment Corp ELKS,1209028,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,618922000,None,None
AIG,American International Group Inc,5272,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",46361952000,23551001000,3.701
AIMC,Altra Holdings Inc,1374535,TECHNOLOGY,"GENERAL INDUSTRIAL MACHINERY & EQUIPMENT, NEC",3885010000,354900000,229.27
AIN,Albany International Corporation,819793,MANUFACTURING,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK",3058996000,255381000,29.45
AIN,Albany International Corporation,819793,MANUFACTURING,"BROADWOVEN FABRIC MILLS, MAN MADE FIBER & SILK",3058996000,255381000,29.45
AIR,AAR Corp,1750,MANUFACTURING,AIRCRAFT & PARTS,1477779000,156200000,17.36
AIRC,Apartment Income REIT Corp,1820877,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,5153025000,447002000,5.64
AIT,Applied Industrial Technologies,109563,TRADE & SERVICES,"WHOLESALE-MACHINERY, EQUIPMENT & SUPPLIES",4841172000,442368000,17.46
AIV,Apartment Investment and Management Co,922864,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1109946000,169440000,4.112
AIZ,Assurant Inc,1267238,FINANCE,"INSURANCE CARRIERS, NEC",6605510000,719800000,20.46
AIZN,Assurant Inc,1267238,FINANCE,"INSURANCE CARRIERS, NEC",9377532000,None,None
AJG,Arthur J Gallagher & Co,354190,FINANCE,"INSURANCE AGENTS, BROKERS & SERVICE",39724364000,2309800000,37.24
AJRD,Aerojet Rocketdyne Holdings Inc,40888,MANUFACTURING,GUIDED MISSILES & SPACE VEHICLES & PARTS,4494614000,284000000,48.04
AKAM,Akamai Technologies Inc,1086222,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",13076246000,1175294000,27
AKR,Acadia Realty Trust,899629,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1414654000,138711000,41.5
AKRO,Akero Therapeutics Inc,1744659,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2284382000,-122131000,None
AKUS,Akouos Inc,1722271,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,491015000,-90286000,None
AKYA,Akoya Biosciences Inc,1711933,LIFE SCIENCES,LABORATORY ANALYTICAL INSTRUMENTS,385252000,-58317000,None
AL,Air Lease Corporation,1487712,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",4142925000,1872506000,None
AL,Air Lease Corporation,1487712,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",4142925000,1872506000,None
ALB,Albemarle Corp,915913,LIFE SCIENCES,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",26589045000,2123138000,17.21
ALBO,Albireo Pharma Inc,1322505,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,397879000,-122812000,None
ALC,Alcon AG,1167379,LIFE SCIENCES,OPHTHALMIC GOODS,33203395000,2158000000,58.91
ALCC,AltC Acquisition Corp,1849056,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,631826000,None,None
ALDX,Aldeyra The,1341235,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,363073000,-64134104,None
ALE,Allete Inc,66756,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,3696089000,393000000,17.67
ALEC,Alector Inc,1653087,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",731081000,-132211000,14.73
ALEX,Alexander & Baldwin Holdings Inc,1545654,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1343519000,127300000,48.74
ALG,Alamo Group Inc,897077,TECHNOLOGY,FARM MACHINERY & EQUIPMENT,1693576000,178326000,18.33
ALGM,Allegro Microsystems Inc,866291,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,5785154000,191917000,48.77
ALGN,Align Technology Inc,1097149,LIFE SCIENCES,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",15909153000,872510000,31.63
ALGT,Allegiant Travel Company,1362468,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",1208788000,219084000,26.93
ALHC,Alignment Healthcare LLC,1832466,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,2144138000,-103115000,None
ALIT,Alight Inc,1809104,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,4612468000,289000000,None
ALK,Alaska Air Group Inc,766421,ENERGY & TRANSPORTATION,"AIR TRANSPORTATION, SCHEDULED",5493354000,1092000000,103.12
ALKS,Alkermes Plc,1520262,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,4188313000,-39973000,None
ALKT,Alkami Technology Inc,1529274,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1262396000,-57699000,None
ALL,Allstate Corp,899051,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",36166685000,1278000000,42.48
ALLE,Allegion PLC,1579241,TRADE & SERVICES,"SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES",9239516000,662900000,21.42
ALLG,Allego US Inc,1874474,TRADE & SERVICES,"RETAIL-RETAIL STORES, NEC",821455000,-358169984,None
ALLK,Allakos Inc,1564824,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,659476000,-356649984,None
ALLO,Allogene Therapeutics Inc,1737287,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",859492000,-297499008,None
ALLY,Ally Financial Inc,40729,FINANCE,STATE COMMERCIAL BANKS,7074948000,None,3.948
ALNY,Alnylam Pharmaceuticals Inc,1178670,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,29043220000,-749486976,None
ALRM,Alarm.com Holdings Inc,1459200,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,2430406000,81510000,52.36
ALRS,Alerus Financial Corp,903419,FINANCE,NATIONAL COMMERCIAL BANKS,465504000,None,10.26
ALSN,Allison Transmission Holdings Inc,1411207,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,3975237000,931000000,8.3
ALT,Altimmune Inc,1326190,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,754838000,-85956736,None
ALTG,Alta Equipment Group Inc,1759824,TRADE & SERVICES,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,400496000,133800000,62.2
ALTR,Altair Engineering Inc,1701732,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,3573550000,21046000,None
ALV,Autoliv Inc,1034670,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,6475405000,887000000,17.06
ALVO,Alvotech,1898416,TECHNOLOGY,GENERAL,2486500000,-151255008,34.48
ALVR,Allovir Inc,1754068,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",507738000,-185832992,None
ALX,Alexanders Inc,3499,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,1113083000,107305000,9.32
ALXO,Alx Oncology Holdings ,1810182,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,419782000,-123418000,None
AM,Antero Midstream Partners LP,1623925,ENERGY & TRANSPORTATION,NATURAL GAS TRANSMISSION,5181992000,735135000,16.16
AMAL,Amalgamated Bank,1823608,FINANCE,STATE COMMERCIAL BANKS,708837000,None,9.83
AMAT,Applied Materials Inc,6951,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,82388066000,8266000000,13.12
AMBA,Ambarella Inc,1280263,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,3147448000,-49602000,None
AMBC,Ambac Financial Group Inc,874501,FINANCE,SURETY INSURANCE,743824000,428000000,2.326
AMBP,Ardagh Metal Packaging SA,1845097,MANUFACTURING,METAL CANS,2864250000,616000000,11.59
AMC,AMC Entertainment Holdings Inc,1411579,TRADE & SERVICES,SERVICES-MOTION PICTURE THEATERS,2258652000,115500000,None
AMCR,Amcor PLC,1748790,MANUFACTURING,MISCELLANEOUS MANUFACTURING INDUSTRIES,17957583000,2069000000,21.93
AMCX,AMC Networks Inc,1514991,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,668339000,658509000,2.353
AMD,Advanced Micro Devices Inc,2488,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,102965305000,5547000000,39.66
AME,Ametek Inc,1037868,MANUFACTURING,MOTORS & GENERATORS,32009175000,1775334000,28.5
AMED,Amedisys Inc,896262,LIFE SCIENCES,SERVICES-HOME HEALTH CARE SERVICES,2656221000,234545000,22.09
AMEH,Apollo Medical Holdings Inc,1083446,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,1361421000,114525000,21.05
AMG,Affiliated Managers Group Inc,1004434,FINANCE,INVESTMENT ADVICE,5851064000,981300000,12.01
AMGN,Amgen Inc,318154,LIFE SCIENCES,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",141537165000,13425000000,21.29
AMH,American Homes 4 Rent,1562401,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,12290396000,707070000,49.77
AMK,AssetMark Financial Holdings Inc,1591587,FINANCE,INVESTMENT ADVICE,1697745000,133103000,19.48
AMKR,Amkor Technology Inc,1047127,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,6001888000,1526468000,7.36
AMLX,Amylyx Pharmaceuticals Inc,1658551,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,2356071000,-184736000,None
AMN,AMN Healthcare Services Inc,1142750,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,4464898000,822150000,9.7
AMNB,American National Bankshares Inc,741516,FINANCE,NATIONAL COMMERCIAL BANKS,400345000,None,10.75
AMOT,Allied Motion Technologies Inc,46129,LIFE SCIENCES,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,517054000,53014000,33.9
AMOV,America Movil SAB de CV ADR Class A,1129137,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),59244499000,286109401000,14.6
AMP,Ameriprise Financial Inc,820027,FINANCE,INVESTMENT ADVICE,32767924000,4297000000,12.82
AMPH,Amphastar P,1297184,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,1374056000,120176000,18.95
AMPL,Amplitude Inc,1866692,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,1255854000,-88140000,None
AMPS,Altus Power Inc,1828723,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,1019436000,48208000,12.25
AMPX,Amprius Technologies Inc.,1899287,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",664764000,-13608000,None
AMPY,Amplify Energy Corp,1533924,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,322920000,118959000,5.32
AMR,Alpha Metallurgical Resources Inc,1704715,ENERGY & TRANSPORTATION,BITUMINOUS COAL & LIGNITE SURFACE MINING,2402382000,1815331000,1.935
AMRC,Ameresco Inc,1488139,REAL ESTATE & CONSTRUCTION,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,2924327000,197681000,30.78
AMRK,Amark Preci,1591588,TRADE & SERVICES,"WHOLESALE-JEWELRY, WATCHES, PRECIOUS STONES & METALS",808531000,205944000,5.56
AMRN,Amarin Corporation PLC,897448,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,516376000,-45648000,None
AMRS,Amyris Inc,1365916,LIFE SCIENCES,INDUSTRIAL ORGANIC CHEMICALS,631619000,-518654016,None
AMRX,Amneal Pharmaceuticals Inc Class A,1723128,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,667905000,401750000,220
AMSF,AMERISAFE Inc,1018979,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE",1021393000,45144000,26.93
AMT,American Tower Corp,1053507,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,98917999000,6350300000,33.78
AMTB,Amerant Bancorp Inc Class A,1734342,FINANCE,NATIONAL COMMERCIAL BANKS,910555000,None,8.84
AMTD,AMTD IDEA Group,1769731,FINANCE,FINANCE SERVICES,638960000,None,2.81
AMWD,American Woodmark Corporation,794619,MANUFACTURING,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",847546000,182318000,61.43
AMWL,American Well Corp,1393584,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",886820000,-242348992,None
AMX,America Movil SAB de CV ADR,1129137,TECHNOLOGY,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),59652461000,286109401000,14.7
AMYT,Amryt Pharma Holdings Ltd,1783010,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,457398000,-73828000,19.32
